Produzione storica annuale di idrocarburi;;;;;
Anni 1980-2003;;;;;
Nota: per le righe dove è riportato il valore zero in corrispondenza della colonna 'Anno' il valore della colonna 'Produzione' rappresenta la produzione cumulata ottenuta negli anni antecedenti il 1980;;;;;
Gas naturale in migliaia di Smc - Olio greggio in tonnellate;;;;;
Minerale;Ub;Regione;Titolo;Anno;Produzione
Gas;Terra;Sicilia;COMISO II;1997;7.993
Gas;Terra;Sicilia;COMISO II;1998;7.787
Gas;Terra;Sicilia;COMISO II;1999;7.527
Gas;Terra;Sicilia;COMISO II;2000;7.493
Gas;Terra;Sicilia;COMISO II;2001;7.556
Gas;Terra;Sicilia;COMISO II;2002;7.916
Gas;Terra;Sicilia;COMISO II;2003;6.031
Gas;Terra;Emilia Romagna;CONSANDOLO;1980;20
Gas;Terra;Emilia Romagna;CONSANDOLO;1981;6
Gas;Terra;Lombardia;CORNEGLIANO;0;2.409.200
Gas;Terra;Lombardia;CORNEGLIANO;1980;9.020
Gas;Terra;Lombardia;CORNEGLIANO;1981;3.990
Gas;Terra;Lombardia;CORNEGLIANO;1982;7.034
Gas;Terra;Lombardia;CORNEGLIANO;1983;2.900
Gas;Terra;Lombardia;CORNEGLIANO;1984;3.290
Gas;Terra;Lombardia;CORNEGLIANO;1985;3.278
Gas;Terra;Lombardia;CORNEGLIANO;1986;2.950
Gas;Terra;Lombardia;CORNEGLIANO;1990;5.005
Gas;Terra;Lombardia;CORNEGLIANO;1991;12.373
Gas;Terra;Lombardia;CORNEGLIANO;1992;6.537
Gas;Terra;Lombardia;CORNEGLIANO;1993;2.744
Gas;Terra;Lombardia;CORNEGLIANO;1994;2.918
Gas;Terra;Lombardia;CORNEGLIANO;1995;1.747
Gas;Terra;Lombardia;CORNEGLIANO;1996;901
Gas;Terra;Lombardia;CORNEGLIANO;1997;924
Gas;Terra;Emilia Romagna;CORREGGIO;0;6.004.485
Gas;Terra;Emilia Romagna;CORREGGIO;1980;60.384
Gas;Terra;Emilia Romagna;CORREGGIO;1981;95.120
Gas;Terra;Emilia Romagna;CORREGGIO;1982;77.513
Gas;Terra;Emilia Romagna;CORREGGIO;1983;60.218
Gas;Terra;Emilia Romagna;CORREGGIO;1984;63.478
Gas;Terra;Emilia Romagna;CORREGGIO;1985;38.982
Gas;Terra;Emilia Romagna;CORREGGIO;1986;735
Gas;Terra;Emilia Romagna;CORREGGIO;1993;178.476
Gas;Terra;Emilia Romagna;CORREGGIO;1994;248.072
Gas;Terra;Emilia Romagna;CORREGGIO;1995;152.130
Gas;Terra;Emilia Romagna;CORREGGIO;1996;95.192
Gas;Terra;Emilia Romagna;CORREGGIO;1997;61.254
Gas;Terra;Emilia Romagna;CORREGGIO;1998;37.355
Gas;Terra;Emilia Romagna;CORREGGIO;1999;26.368
Gas;Terra;Emilia Romagna;CORREGGIO;2000;12.293
Gas;Terra;Emilia Romagna;CORREGGIO;2001;9.708
Gas;Terra;Emilia Romagna;CORREGGIO;2002;4.125
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;0;14.471.100
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1980;41.829
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1981;74.873
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1982;74.652
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1983;38.816
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1984;512
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1985;10.255
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1986;20.330
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1987;32.303
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1988;35.154
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1989;30.175
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1990;27.204
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1991;34.658
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1992;40.788
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1993;39.010
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1994;39.143
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1995;30.932
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1996;33.539
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1997;2.164
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1998;5.637
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;1999;3.114
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;2000;2.574
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;2001;1.670
Gas;Terra;Emilia Romagna;CORTEMAGGIORE;2002;1.272
Gas;Terra;Basilicata;COSTAMOLINA;1996;50
Gas;Terra;Basilicata;COSTAMOLINA;1997;141
Gas;Terra;Emilia Romagna;COTIGNOLA;0;1.293.000
Gas;Terra;Emilia Romagna;COTIGNOLA;1980;7.407
Gas;Terra;Emilia Romagna;COTIGNOLA;1981;5.571
Gas;Terra;Emilia Romagna;COTIGNOLA;1982;7.357
Gas;Terra;Emilia Romagna;COTIGNOLA;1983;11.708
Gas;Terra;Emilia Romagna;COTIGNOLA;1984;9.993
Gas;Terra;Emilia Romagna;COTIGNOLA;1985;8.690
Gas;Terra;Emilia Romagna;COTIGNOLA;1986;10.915
Gas;Terra;Emilia Romagna;COTIGNOLA;1987;10.170
Gas;Terra;Emilia Romagna;COTIGNOLA;1988;10.658
Gas;Terra;Emilia Romagna;COTIGNOLA;1989;9.846
Gas;Terra;Emilia Romagna;COTIGNOLA;1990;10.397
Gas;Terra;Emilia Romagna;COTIGNOLA;1991;10.300
Gas;Terra;Emilia Romagna;COTIGNOLA;1992;8.770
Gas;Terra;Emilia Romagna;COTIGNOLA;1993;14.236
Gas;Terra;Emilia Romagna;COTIGNOLA;1994;10.928
Gas;Terra;Emilia Romagna;COTIGNOLA;1995;6.342
Gas;Terra;Emilia Romagna;COTIGNOLA;1996;4.049
Gas;Terra;Emilia Romagna;COTIGNOLA;1997;4.439
Gas;Terra;Lombardia;CREMONA SUD;0;150.700
Gas;Terra;Basilicata;CRETAGNA;1990;9.007
Gas;Terra;Basilicata;CRETAGNA;1991;7.885
Gas;Terra;Basilicata;CRETAGNA;1992;1.318
Gas;Terra;Marche;CROCE DEL VENTO;1984;747
Gas;Terra;Marche;CROCE DEL VENTO;1985;2.202
Gas;Terra;Marche;CROCE DEL VENTO;1986;2.622
Gas;Terra;Marche;CROCE DEL VENTO;1987;2.630
Gas;Terra;Marche;CROCE DEL VENTO;1988;2.306
Gas;Terra;Marche;CROCE DEL VENTO;1989;1.323
Gas;Terra;Marche;CROCE DEL VENTO;1990;905
Gas;Terra;Marche;CROCE DEL VENTO;1991;936
Gas;Terra;Marche;CROCE DEL VENTO;1992;511
Gas;Terra;Marche;CROCE DEL VENTO;1993;287
Gas;Terra;Marche;CROCE DEL VENTO;1994;62
Gas;Terra;Basilicata;CUGNO LE MACINE;0;6.762.000
Gas;Terra;Basilicata;CUGNO LE MACINE;1980;207.720
Gas;Terra;Basilicata;CUGNO LE MACINE;1981;181.900
Gas;Terra;Basilicata;CUGNO LE MACINE;1982;141.895
Gas;Terra;Basilicata;CUGNO LE MACINE;1983;88.152
Gas;Terra;Basilicata;CUGNO LE MACINE;1984;96.744
Gas;Terra;Basilicata;CUGNO LE MACINE;1985;88.455
Gas;Terra;Basilicata;CUGNO LE MACINE;1986;55.309
Gas;Terra;Basilicata;CUGNO LE MACINE;1987;226.688
Gas;Terra;Basilicata;CUGNO LE MACINE;1988;260.246
Gas;Terra;Basilicata;CUGNO LE MACINE;1989;205.617
Gas;Terra;Basilicata;CUGNO LE MACINE;1990;161.813
Gas;Terra;Basilicata;CUGNO LE MACINE;1991;104.099
Gas;Terra;Basilicata;CUGNO LE MACINE;1992;84.393
Gas;Terra;Basilicata;CUGNO LE MACINE;1993;75.829
Gas;Terra;Basilicata;CUGNO LE MACINE;1994;62.862
Gas;Terra;Basilicata;CUGNO LE MACINE;1995;44.644
Gas;Terra;Basilicata;CUGNO LE MACINE;1996;34.631
Gas;Terra;Basilicata;CUGNO LE MACINE;1997;34.255
Gas;Terra;Basilicata;CUGNO LE MACINE;1998;61.638
Gas;Terra;Basilicata;CUGNO LE MACINE;1999;59.225
Gas;Terra;Basilicata;CUGNO LE MACINE;2000;45.958
Gas;Terra;Basilicata;CUGNO LE MACINE;2001;50.004
Gas;Terra;Basilicata;CUGNO LE MACINE;2002;58.169
Gas;Terra;Basilicata;CUGNO LE MACINE;2003;48.997
Gas;Terra;Piemonte;DESANA;0;99.900
Gas;Terra;Piemonte;DESANA;1980;36
Gas;Terra;Piemonte;DESANA;1981;2.883
Gas;Terra;Piemonte;DESANA;1982;3.650
Gas;Terra;Piemonte;DESANA;1983;3.031
Gas;Terra;Piemonte;DESANA;1984;3.399
Gas;Terra;Piemonte;DESANA;1985;3.593
Gas;Terra;Piemonte;DESANA;1986;3.600
Gas;Terra;Piemonte;DESANA;1987;3.161
Gas;Terra;Piemonte;DESANA;1988;3.460
Gas;Terra;Piemonte;DESANA;1989;731
Gas;Terra;Piemonte;DESANA;1991;10
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;0;10.852.200
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1980;1.082.229
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1981;1.218.672
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1982;1.086.482
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1983;1.211.855
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1984;1.352.070
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1985;1.238.236
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1986;1.311.455
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1987;1.592.133
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1988;1.331.595
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1989;1.258.837
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1990;1.072.173
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1991;960.025
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1992;922.744
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1993;928.758
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1994;687.112
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1995;505.466
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1996;330.858
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1997;208.276
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1998;224.370
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;1999;290.768
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;2000;320.778
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;2001;236.226
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;2002;180.601
Gas;Terra;Emilia Romagna;DOSSO DEGLI ANGELI;2003;160.947
Gas;Terra;Abruzzo;FILETTO;0;380.900
Gas;Terra;Abruzzo;FILETTO;1980;32.981
Gas;Terra;Abruzzo;FILETTO;1981;10.384
Gas;Terra;Abruzzo;FILETTO;1990;5.662
Gas;Terra;Abruzzo;FILETTO;1991;7.543
Gas;Terra;Abruzzo;FILETTO;1992;3.871
Gas;Terra;Abruzzo;FILETTO;1993;6.816
Gas;Terra;Abruzzo;FILETTO;1994;3.266
Gas;Terra;Abruzzo;FILETTO;1995;2.916
Gas;Terra;Abruzzo;FILETTO;1996;2.483
Gas;Terra;Basilicata;FIUME BASENTO;1990;14.198
Gas;Terra;Basilicata;FIUME BASENTO;1991;6.112
Gas;Terra;Basilicata;FIUME BASENTO;1992;2.786
Gas;Terra;Basilicata;FIUME BASENTO;1993;3.678
Gas;Terra;Basilicata;FIUME BASENTO;1994;3.743
Gas;Terra;Basilicata;FIUME BASENTO;1995;2.770
Gas;Terra;Basilicata;FIUME BASENTO;1996;166
Gas;Terra;Marche;FIUME TENNA;0;36.250
Gas;Terra;Marche;FIUME TENNA;1980;5.797
Gas;Terra;Marche;FIUME TENNA;1981;3.879
Gas;Terra;Marche;FIUME TENNA;1982;2.427
Gas;Terra;Marche;FIUME TENNA;1983;5.777
Gas;Terra;Marche;FIUME TENNA;1984;5.605
Gas;Terra;Marche;FIUME TENNA;1990;37.416
Gas;Terra;Marche;FIUME TENNA;1991;38.793
Gas;Terra;Marche;FIUME TENNA;1992;39.809
Gas;Terra;Marche;FIUME TENNA;1993;30.531
Gas;Terra;Marche;FIUME TENNA;1994;20.319
Gas;Terra;Marche;FIUME TENNA;1995;3.713
Gas;Terra;Marche;FIUME TENNA;1996;2.942
Gas;Terra;Marche;FIUME TENNA;1997;2.703
Gas;Terra;Marche;FIUME TENNA;1998;2.532
Gas;Terra;Marche;FIUME TENNA;1999;2.491
Gas;Terra;Marche;FIUME TENNA;2000;2.408
Gas;Terra;Marche;FIUME TENNA;2001;2.278
Gas;Terra;Marche;FIUME TENNA;2002;1.952
Gas;Terra;Marche;FIUME TENNA;2003;1.909
Gas;Terra;Abruzzo;FIUME TRESTE;0;14.491.100
Gas;Terra;Abruzzo;FIUME TRESTE;1980;464.893
Gas;Terra;Abruzzo;FIUME TRESTE;1981;456.445
Gas;Terra;Abruzzo;FIUME TRESTE;1982;393.425
Gas;Terra;Abruzzo;FIUME TRESTE;1983;263.701
Gas;Terra;Abruzzo;FIUME TRESTE;1984;249.102
Gas;Terra;Abruzzo;FIUME TRESTE;1985;244.746
Gas;Terra;Abruzzo;FIUME TRESTE;1986;319.727
Gas;Terra;Abruzzo;FIUME TRESTE;1987;272.052
Gas;Terra;Abruzzo;FIUME TRESTE;1988;203.703
Gas;Terra;Abruzzo;FIUME TRESTE;1989;167.095
Gas;Terra;Abruzzo;FIUME TRESTE;1990;131.302
Gas;Terra;Abruzzo;FIUME TRESTE;1991;224.863
Gas;Terra;Abruzzo;FIUME TRESTE;1992;202.907
Gas;Terra;Abruzzo;FIUME TRESTE;1993;174.297
Gas;Terra;Abruzzo;FIUME TRESTE;1994;136.101
Gas;Terra;Abruzzo;FIUME TRESTE;1995;48.608
Gas;Terra;Abruzzo;FIUME TRESTE;1996;83.049
Gas;Terra;Abruzzo;FIUME TRESTE;1997;78.491
Gas;Terra;Abruzzo;FIUME TRESTE;1998;90.400
Gas;Terra;Abruzzo;FIUME TRESTE;1999;103.114
Gas;Terra;Abruzzo;FIUME TRESTE;2000;111.174
Gas;Terra;Abruzzo;FIUME TRESTE;2001;94.531
Gas;Terra;Abruzzo;FIUME TRESTE;2002;28.994
Gas;Terra;Abruzzo;FIUME TRESTE;2003;22.844
Gas;Terra;Abruzzo;FIUME TRESTE STOCCAGGIO;2003;59.973
Gas;Terra;Sicilia;FIUMETTO;1997;11.463
Gas;Terra;Sicilia;FIUMETTO;1998;14.686
Gas;Terra;Sicilia;FIUMETTO;1999;12.844
Gas;Terra;Sicilia;FIUMETTO;2000;92.774
Gas;Terra;Sicilia;FIUMETTO;2001;86.208
Gas;Terra;Sicilia;FIUMETTO;2002;91.275
Gas;Terra;Sicilia;FIUMETTO;2003;125.478
Gas;Terra;Sicilia;FONTANAROSSA;0;132.400
Gas;Terra;Sicilia;FONTANAROSSA;1980;873
Gas;Terra;Sicilia;FONTANAROSSA;1981;90
Gas;Terra;Sicilia;FONTANAROSSA;1982;150
Gas;Terra;Molise;FONTE S. ADAMO;1986;206
Gas;Terra;Molise;FONTE S. ADAMO;1987;339
Gas;Terra;Molise;FONTE S. ADAMO;1988;346
Gas;Terra;Molise;FONTE S. ADAMO;1989;194
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;1995;24.715
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;1996;52.675
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;1997;67.127
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;1998;72.124
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;1999;59.332
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;2000;59.024
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;2001;51.700
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;2002;45.955
Gas;Terra;Emilia Romagna;FORNOVO DI TARO;2003;40.694
Gas;Terra;Lombardia;GAGGIANO;1987;1.770
Gas;Terra;Lombardia;GAGGIANO;1988;997
Gas;Terra;Lombardia;GAGGIANO;1989;751
Gas;Terra;Lombardia;GAGGIANO;1990;970
Gas;Terra;Lombardia;GAGGIANO;1991;763
Gas;Terra;Lombardia;GAGGIANO;1992;621
Gas;Terra;Lombardia;GAGGIANO;1993;661
Gas;Terra;Lombardia;GAGGIANO;1994;643
Gas;Terra;Lombardia;GAGGIANO;1995;250
Gas;Terra;Lombardia;GAGGIANO;2001;8.277
Gas;Terra;Lombardia;GAGGIANO;2002;4.980
Gas;Terra;Lombardia;GAGGIANO;2003;1.452
Gas;Terra;Emilia Romagna;GAGGIOLA;0;31.958
Gas;Terra;Emilia Romagna;GAGGIOLA;1980;1.200
Gas;Terra;Emilia Romagna;GAGGIOLA;1981;1.357
Gas;Terra;Emilia Romagna;GAGGIOLA;1982;1.214
Gas;Terra;Emilia Romagna;GAGGIOLA;1983;1.471
Gas;Terra;Emilia Romagna;GAGGIOLA;1984;1.710
Gas;Terra;Emilia Romagna;GAGGIOLA;1985;1.838
Gas;Terra;Emilia Romagna;GAGGIOLA;1986;1.797
Gas;Terra;Emilia Romagna;GAGGIOLA;1987;1.914
Gas;Terra;Emilia Romagna;GAGGIOLA;1988;2.596
Gas;Terra;Emilia Romagna;GAGGIOLA;1989;2.871
Gas;Terra;Emilia Romagna;GAGGIOLA;1990;3.356
Gas;Terra;Emilia Romagna;GAGGIOLA;1991;3.960
Gas;Terra;Emilia Romagna;GAGGIOLA;1992;4.067
Gas;Terra;Emilia Romagna;GAGGIOLA;1993;2.306
Gas;Terra;Emilia Romagna;GAGGIOLA;1994;2.231
Gas;Terra;Emilia Romagna;GAGGIOLA;1995;2.248
Gas;Terra;Emilia Romagna;GAGGIOLA;1996;2.219
Gas;Terra;Emilia Romagna;GAGGIOLA;1997;2.407
Gas;Terra;Emilia Romagna;GAGGIOLA;1998;2.380
Gas;Terra;Emilia Romagna;GAGGIOLA;1999;2.211
Gas;Terra;Emilia Romagna;GAGGIOLA;2000;2.179
Gas;Terra;Emilia Romagna;GAGGIOLA;2001;2.205
Gas;Terra;Emilia Romagna;GAGGIOLA;2003;2.112
Gas;Terra;Sicilia;GAGLIANO;0;8.518.800
Gas;Terra;Sicilia;GAGLIANO;1980;207.180
Gas;Terra;Sicilia;GAGLIANO;1981;165.319
Gas;Terra;Sicilia;GAGLIANO;1982;100.162
Gas;Terra;Sicilia;GAGLIANO;1983;150.100
Gas;Terra;Sicilia;GAGLIANO;1984;151.226
Gas;Terra;Sicilia;GAGLIANO;1985;130.960
Gas;Terra;Sicilia;GAGLIANO;1986;114.516
Gas;Terra;Sicilia;GAGLIANO;1987;120.232
Gas;Terra;Sicilia;GAGLIANO;1988;110.247
Gas;Terra;Sicilia;GAGLIANO;1989;103.555
Gas;Terra;Sicilia;GAGLIANO;1990;95.025
Gas;Terra;Sicilia;GAGLIANO;1991;89.219
Gas;Terra;Sicilia;GAGLIANO;1992;82.712
Gas;Terra;Sicilia;GAGLIANO;1993;70.358
Gas;Terra;Sicilia;GAGLIANO;1994;73.601
Gas;Terra;Sicilia;GAGLIANO;1995;77.041
Gas;Terra;Sicilia;GAGLIANO;1996;86.715
Gas;Terra;Sicilia;GAGLIANO;1997;77.959
Gas;Terra;Sicilia;GAGLIANO;1998;65.204
Gas;Terra;Sicilia;GAGLIANO;1999;64.857
Gas;Terra;Sicilia;GAGLIANO;2000;54.038
Gas;Terra;Sicilia;GAGLIANO;2001;67.421
Gas;Terra;Sicilia;GAGLIANO;2002;57.704
Gas;Terra;Sicilia;GAGLIANO;2003;54.920
Gas;Terra;Marche;GALANTARA;0;98.724
Gas;Terra;Marche;GALANTARA;1980;2.437
Gas;Terra;Marche;GALANTARA;1981;1.211
Gas;Terra;Marche;GALANTARA;1982;424
Gas;Terra;Marche;GALANTARA;1983;820
Gas;Terra;Marche;GALANTARA;1984;344
Gas;Terra;Marche;GALANTARA;1985;113
Gas;Terra;Emilia Romagna;GALLARE;0;65.100
Gas;Terra;Emilia Romagna;GALLARE;1980;28.035
Gas;Terra;Emilia Romagna;GALLARE;1981;10.874
Gas;Terra;Emilia Romagna;GALLARE;1982;18.270
Gas;Terra;Emilia Romagna;GALLARE;1983;21.162
Gas;Terra;Emilia Romagna;GALLARE;1984;35.086
Gas;Terra;Emilia Romagna;GALLARE;1985;70.188
Gas;Terra;Emilia Romagna;GALLARE;1986;62.635
Gas;Terra;Emilia Romagna;GALLARE;1987;29.264
Gas;Terra;Emilia Romagna;GALLARE;1988;1.665
Gas;Terra;Lombardia;GANDINI;1984;29.381
Gas;Terra;Lombardia;GANDINI;1985;38.934
Gas;Terra;Lombardia;GANDINI;1986;26.206
Gas;Terra;Lombardia;GANDINI;1987;22.939
Gas;Terra;Lombardia;GANDINI;1988;13.630
Gas;Terra;Lombardia;GANDINI;1989;10.146
Gas;Terra;Lombardia;GANDINI;1990;13.512
Gas;Terra;Lombardia;GANDINI;1991;13.862
Gas;Terra;Lombardia;GANDINI;1992;5.323
Gas;Terra;Basilicata;GARAGUSO;0;382.873
Gas;Terra;Basilicata;GARAGUSO;1980;42.729
Gas;Terra;Basilicata;GARAGUSO;1981;39.923
Gas;Terra;Basilicata;GARAGUSO;1982;32.607
Gas;Terra;Basilicata;GARAGUSO;1983;34.103
Gas;Terra;Basilicata;GARAGUSO;1984;37.101
Gas;Terra;Basilicata;GARAGUSO;1985;30.214
Gas;Terra;Basilicata;GARAGUSO;1986;29.661
Gas;Terra;Basilicata;GARAGUSO;1987;35.743
Gas;Terra;Basilicata;GARAGUSO;1988;35.760
Gas;Terra;Basilicata;GARAGUSO;1989;32.845
Gas;Terra;Basilicata;GARAGUSO;1990;33.185
Gas;Terra;Basilicata;GARAGUSO;1991;35.938
Gas;Terra;Basilicata;GARAGUSO;1992;35.795
Gas;Terra;Basilicata;GARAGUSO;1993;32.738
Gas;Terra;Basilicata;GARAGUSO;1994;30.558
Gas;Terra;Basilicata;GARAGUSO;1995;30.440
Gas;Terra;Basilicata;GARAGUSO;1996;24.881
Gas;Terra;Basilicata;GARAGUSO;1997;25.278
Gas;Terra;Basilicata;GARAGUSO;1998;21.104
Gas;Terra;Basilicata;GARAGUSO;1999;16.531
Gas;Terra;Basilicata;GARAGUSO;2000;14.278
Gas;Terra;Basilicata;GARAGUSO;2001;16.656
Gas;Terra;Basilicata;GARAGUSO;2002;17.672
Gas;Terra;Basilicata;GARAGUSO;2003;17.878
Gas;Terra;Sicilia;GELA;0;108.800
Gas;Terra;Sicilia;GELA;1980;4.776
Gas;Terra;Sicilia;GELA;1981;4.919
Gas;Terra;Sicilia;GELA;1982;4.527
Gas;Terra;Sicilia;GELA;1983;4.877
Gas;Terra;Sicilia;GELA;1984;6.406
Gas;Terra;Sicilia;GELA;1985;6.744
Gas;Terra;Sicilia;GELA;1986;8.575
Gas;Terra;Sicilia;GELA;1987;9.729
Gas;Terra;Sicilia;GELA;1988;10.053
Gas;Terra;Sicilia;GELA;1989;12.136
Gas;Terra;Sicilia;GELA;1990;16.670
Gas;Terra;Sicilia;GELA;1991;11.379
Gas;Terra;Sicilia;GELA;1992;7.047
Gas;Terra;Sicilia;GELA;1993;8.012
Gas;Terra;Sicilia;GELA;1994;7.775
Gas;Terra;Sicilia;GELA;1995;7.300
Gas;Terra;Sicilia;GELA;1996;7.242
Gas;Terra;Sicilia;GELA;1997;6.929
Gas;Terra;Sicilia;GELA;1998;6.604
Gas;Terra;Sicilia;GELA;1999;7.845
Gas;Terra;Sicilia;GELA;2000;8.927
Gas;Terra;Sicilia;GELA;2001;9.134
Gas;Terra;Sicilia;GELA;2002;9.108
Gas;Terra;Sicilia;GELA;2003;9.102
Gas;Terra;Basilicata;GORGOGLIONE;2000;19.949
Gas;Terra;Basilicata;GORGOGLIONE;2001;23.647
Gas;Terra;Basilicata;GORGOGLIONE;2002;19.027
Gas;Terra;Emilia Romagna;GRECCHIA;0;11.701
Gas;Terra;Emilia Romagna;GRECCHIA;1980;904
Gas;Terra;Emilia Romagna;GRECCHIA;1981;993
Gas;Terra;Emilia Romagna;GRECCHIA;1982;855
Gas;Terra;Emilia Romagna;GRECCHIA;1983;980
Gas;Terra;Emilia Romagna;GRECCHIA;1984;1.084
Gas;Terra;Emilia Romagna;GRECCHIA;1985;1.082
Gas;Terra;Emilia Romagna;GRECCHIA;1986;1.059
Gas;Terra;Emilia Romagna;GRECCHIA;1987;1.050
Gas;Terra;Emilia Romagna;GRECCHIA;1988;1.031
Gas;Terra;Emilia Romagna;GRECCHIA;1989;968
Gas;Terra;Emilia Romagna;GRECCHIA;1990;998
Gas;Terra;Emilia Romagna;GRECCHIA;1991;1.079
Gas;Terra;Emilia Romagna;GRECCHIA;1992;989
Gas;Terra;Emilia Romagna;GRECCHIA;1993;946
Gas;Terra;Emilia Romagna;GRECCHIA;1994;901
Gas;Terra;Emilia Romagna;GRECCHIA;1995;1.035
Gas;Terra;Emilia Romagna;GRECCHIA;1996;1.021
Gas;Terra;Emilia Romagna;GRECCHIA;1997;847
Gas;Terra;Emilia Romagna;GRECCHIA;1998;954
Gas;Terra;Emilia Romagna;GRECCHIA;1999;974
Gas;Terra;Emilia Romagna;GRECCHIA;2000;908
Gas;Terra;Emilia Romagna;GRECCHIA;2001;950
Gas;Terra;Emilia Romagna;GRECCHIA;2002;861
Gas;Terra;Emilia Romagna;GRECCHIA;2003;930
Gas;Terra;Basilicata;GRUMENTO NOVA;1993;22.394
Gas;Terra;Basilicata;GRUMENTO NOVA;1994;39.628
Gas;Terra;Basilicata;GRUMENTO NOVA;1995;53.376
Gas;Terra;Basilicata;GRUMENTO NOVA;1996;57.889
Gas;Terra;Basilicata;GRUMENTO NOVA;1997;73.782
Gas;Terra;Basilicata;GRUMENTO NOVA;1998;70.468
Gas;Terra;Basilicata;GRUMENTO NOVA;1999;85.818
Gas;Terra;Basilicata;GRUMENTO NOVA;2000;91.682
Gas;Terra;Basilicata;GRUMENTO NOVA;2001;182.967
Gas;Terra;Basilicata;GRUMENTO NOVA;2002;511.917
Gas;Terra;Basilicata;GRUMENTO NOVA;2003;652.383
Gas;Terra;Basilicata;IL SALICE;1990;36.772
Gas;Terra;Basilicata;IL SALICE;1991;25.014
Gas;Terra;Basilicata;IL SALICE;1992;38.820
Gas;Terra;Basilicata;IL SALICE;1993;32.460
Gas;Terra;Basilicata;IL SALICE;1994;21.154
Gas;Terra;Basilicata;IL SALICE;1995;6.754
Gas;Terra;Basilicata;IL SALICE;1996;15.405
Gas;Terra;Basilicata;IL SALICE;1997;5.434
Gas;Terra;Basilicata;IL SALICE;2001;3.557
Gas;Terra;Basilicata;IL SALICE;2002;8.162
Gas;Terra;Basilicata;IL SALICE;2003;6.415
Gas;Terra;Lombardia;LAMBRATE;0;114.800
Gas;Terra;Lombardia;LAMBRATE;1980;10.206
Gas;Terra;Lombardia;LAMBRATE;1981;187
Gas;Terra;Sicilia;LIPPONE - MAZARA DEL VALLO;0;186.800
Gas;Terra;Sicilia;LIPPONE - MAZARA DEL VALLO;1980;5.742
Gas;Terra;Sicilia;LIPPONE - MAZARA DEL VALLO;1981;5.196
Gas;Terra;Sicilia;LIPPONE - MAZARA DEL VALLO;1982;4.232
